identifier,label,set
P23292,Cell.membrane,
P41698,Cell.membrane,test
P58418,Cell.membrane,
Q86LG1,Cell.membrane,
Q07800,Cell.membrane,
P48766,Cell.membrane,test
P48765,Cell.membrane,test
P48764,Cell.membrane,
P04201,Cell.membrane,test
O14804,Cell.membrane,
Q8H1G6,Cell.membrane,
Q9SU50,Cell.membrane,test
Q9SYK0,Cell.membrane,
B5X0E4,Cell.membrane,
O88871,Cell.membrane,test
Q9NY25,Cell.membrane,
Q6PP77,Cell.membrane,
Q9ZPS9,Cell.membrane,
P18581,Cell.membrane,
P54144,Cell.membrane,
Q06991,Cell.membrane,
P30639,Cell.membrane,
P11169,Cell.membrane,
P63161,Cell.membrane,
Q9LK35,Cell.membrane,
Q91VH1,Cell.membrane,
O60292,Cell.membrane,test
Q12489,Cell.membrane,
Q9HBU9,Cell.membrane,test
Q8TF71,Cell.membrane,
P08510,Cell.membrane,
P12080,Cell.membrane,test
Q9MAB9,Cell.membrane,
P49145,Cell.membrane,
Q6YHK3,Cell.membrane,
Q05812,Cell.membrane,test
Q9NWF4,Cell.membrane,
P43298,Cell.membrane,
Q6PHW0,Cell.membrane,
P40528,Cell.membrane,
P53217,Cell.membrane,
Q9NWQ8,Cell.membrane,test
Q9ULL4,Cell.membrane,test
P15530,Cell.membrane,
Q9JM15,Cell.membrane,
Q9N2J4,Cell.membrane,
O14654,Cell.membrane,
Q9QUK6,Cell.membrane,
O04034,Cell.membrane,
Q9QXP0,Cell.membrane,
Q9HC97,Cell.membrane,
O14239,Cell.membrane,
Q7T3R4,Cell.membrane,
O60669,Cell.membrane,
Q9BX84,Cell.membrane,test
Q8K1S3,Cell.membrane,test
P58295,Cell.membrane,
Q8IVM8,Cell.membrane,test
C6KFA3,Cell.membrane,
Q9SV84,Cell.membrane,
Q61327,Cell.membrane,
P47866,Cell.membrane,test
P30409,Cell.membrane,test
Q8TDS4,Cell.membrane,
Q6YZF3,Cell.membrane,
Q80Z96,Cell.membrane,test
O59740,Cell.membrane,
P31809,Cell.membrane,
P34982,Cell.membrane,test
P43606,Cell.membrane,
P54244,Cell.membrane,
Q9XI72,Cell.membrane,
Q7Z418,Cell.membrane,
Q9XIE2,Cell.membrane,
Q60EN8,Cell.membrane,
Q8TDS7,Cell.membrane,test
Q91ZU9,Cell.membrane,
P20905,Cell.membrane,
Q8CFW1,Cell.membrane,
P33533,Cell.membrane,
P33534,Cell.membrane,
P39551,Cell.membrane,test
C0LGG8,Cell.membrane,
Q9NRD9,Cell.membrane,
Q08722,Cell.membrane,
A2ARI4,Cell.membrane,
Q9AUE0,Cell.membrane,
Q90240,Cell.membrane,
O35174,Cell.membrane,
Q9Y2C5,Cell.membrane,
O94532,Cell.membrane,test
P26362,Cell.membrane,
O81905,Cell.membrane,
Q10133,Cell.membrane,
P97689,Cell.membrane,
C8V329,Cell.membrane,
Q9WTY4,Cell.membrane,
P53988,Cell.membrane,
Q09143,Cell.membrane,
Q8NFJ6,Cell.membrane,test
G5EBR3,Cell.membrane,
Q9H6D3,Cell.membrane,
Q9NQ90,Cell.membrane,
Q6UWR7,Cell.membrane,
O49696,Cell.membrane,
P42260,Cell.membrane,test
Q6UXZ3,Cell.membrane,
Q01453,Cell.membrane,
C0LGU0,Cell.membrane,
Q90812,Cell.membrane,test
Q9M1E2,Cell.membrane,
Q24372,Cell.membrane,
P70207,Cell.membrane,test
P16581,Cell.membrane,
P18434,Cell.membrane,
Q8K211,Cell.membrane,
Q9LSE1,Cell.membrane,
P19024,Cell.membrane,
Q9FFT2,Cell.membrane,
P47735,Cell.membrane,
P42287,Cell.membrane,
Q24008,Cell.membrane,
O95264,Cell.membrane,
C0LGN2,Cell.membrane,
P10644,Cell.membrane,
Q9M6N7,Cell.membrane,
P31389,Cell.membrane,
Q8VGC3,Cell.membrane,
Q9GL65,Cell.membrane,
Q8WWT9,Cell.membrane,
Q9H5Y7,Cell.membrane,
O60242,Cell.membrane,test
Q9XIC7,Cell.membrane,
Q9VJN5,Cell.membrane,
Q9SZ11,Cell.membrane,
Q05659,Cell.membrane,
P35436,Cell.membrane,
O44783,Cell.membrane,
A8R7E6,Cell.membrane,
P63010,Cell.membrane,
Q9WVT0,Cell.membrane,
Q9VNB5,Cell.membrane,
Q8L7R5,Cell.membrane,
Q9H2H9,Cell.membrane,
Q9ESC1,Cell.membrane,
Q8NFA2-3,Cell.membrane,
Q9BMK9,Cell.membrane,test
O14842,Cell.membrane,
O14843,Cell.membrane,test
Q21929,Cell.membrane,
P36021,Cell.membrane,
Q9FGS5,Cell.membrane,
Q3EBY6,Cell.membrane,
P97468,Cell.membrane,test
P36027,Cell.membrane,
Q9D1T0,Cell.membrane,test
P27922,Cell.membrane,
O02351,Cell.membrane,
Q5DTL9,Cell.membrane,test
Q3UV74,Cell.membrane,
Q9D563,Cell.membrane,test
Q9SCT4,Cell.membrane,
Q2R3P9,Cell.membrane,
Q7K4Y6,Cell.membrane,
Q9Y345,Cell.membrane,
Q9WTU3,Cell.membrane,
Q5T3U5,Cell.membrane,
F4I1H5,Cell.membrane,
P05981,Cell.membrane,test
Q9M817,Cell.membrane,
O95867,Cell.membrane,
Q38890,Cell.membrane,
Q08417,Cell.membrane,
Q8H157,Cell.membrane,
Q07824,Cell.membrane,
Q86VW1,Cell.membrane,test
P38360,Cell.membrane,
P47002,Cell.membrane,
O15146,Cell.membrane,
Q8K596,Cell.membrane,test
Q9CAL8,Cell.membrane,test
Q3U1F9,Cell.membrane,test
A1XGB4,Cell.membrane,test
Q9JHE3,Cell.membrane,
Q16832,Cell.membrane,
Q8MKK4,Cell.membrane,
P33302,Cell.membrane,
P37091,Cell.membrane,
Q96KK3,Cell.membrane,
Q6PEY1,Cell.membrane,
Q01959,Cell.membrane,
Q9NHB0,Cell.membrane,test
P32907,Cell.membrane,test
Q05031,Cell.membrane,test
Q9VS24,Cell.membrane,test
P78508,Cell.membrane,test
Q9JM59,Cell.membrane,
Q5H943,Cell.membrane,
Q8N4T4,Cell.membrane,
P91685,Cell.membrane,test
P35374,Cell.membrane,
Q86WB7,Cell.membrane,
Q92854,Cell.membrane,
Q8L9B5,Cell.membrane,
Q9SNC3,Cell.membrane,test
D6PVB5,Cell.membrane,test
Q8BJ52,Cell.membrane,
Q6WVG3,Cell.membrane,
P51865,Cell.membrane,
Q9HBA0-5,Cell.membrane,
Q21219,Cell.membrane,
P50080,Cell.membrane,
B1ATG9,Cell.membrane,
P46720,Cell.membrane,
P46101,Cell.membrane,
O82811,Cell.membrane,
Q9QZE9,Cell.membrane,
Q3E756,Cell.membrane,
Q9M9E1,Cell.membrane,
Q9M9E0,Cell.membrane,test
P08646,Cell.membrane,
P21462,Cell.membrane,
Q03431,Cell.membrane,test
O42602,Cell.membrane,test
B5MEV3,Cell.membrane,
Q9VFI9,Cell.membrane,
Q9LPZ9,Cell.membrane,
Q9NR22,Cell.membrane,
P30372,Cell.membrane,
Q84VQ3,Cell.membrane,
P0C6T3,Cell.membrane,
Q9UU99,Cell.membrane,
Q9JHE5,Cell.membrane,
P30825,Cell.membrane,
G5EBK1,Cell.membrane,
Q9R007,Cell.membrane,
Q9UQD0,Cell.membrane,
Q6SJQ0,Cell.membrane,test
Q8N7J2,Cell.membrane,test
Q96FL8,Cell.membrane,
P25189,Cell.membrane,test
Q8IYR6,Cell.membrane,
Q9CAT6,Cell.membrane,
Q14833,Cell.membrane,test
Q14832,Cell.membrane,test
Q9P296,Cell.membrane,
P34975,Cell.membrane,
Q9FRS6,Cell.membrane,
Q0DJ33,Cell.membrane,
Q7TNN9,Cell.membrane,
D3KZG3,Cell.membrane,
Q42400,Cell.membrane,
Q05518,Cell.membrane,
Q5SQ64,Cell.membrane,
Q9R1S7,Cell.membrane,test
Q95Q39,Cell.membrane,
O08602,Cell.membrane,
Q9XEA1,Cell.membrane,
Q6RI86,Cell.membrane,
D0Q0Y7,Cell.membrane,
Q9FNH6,Cell.membrane,
P38084,Cell.membrane,
Q9WV38,Cell.membrane,
Q8K480,Cell.membrane,
Q9LRP3,Cell.membrane,
Q9ER63,Cell.membrane,
Q9D3P8,Cell.membrane,
Q8VDB9,Cell.membrane,
P42658,Cell.membrane,
Q62668,Cell.membrane,
Q27218,Cell.membrane,
Q92536,Cell.membrane,
Q62178,Cell.membrane,
Q9BQ31,Cell.membrane,
Q86UW2,Cell.membrane,
D4A6D8,Cell.membrane,
Q6S5L9,Cell.membrane,
Q6R3K9,Cell.membrane,
Q9Y3Q4,Cell.membrane,
Q6VB83,Cell.membrane,
Q10R09,Cell.membrane,test
P18872,Cell.membrane,
P35404,Cell.membrane,
Q8R4I7,Cell.membrane,
Q93V47,Cell.membrane,
O00481,Cell.membrane,
Q8BIK6,Cell.membrane,
Q12675,Cell.membrane,
O15031,Cell.membrane,test
A2VCW5,Cell.membrane,
Q8JG54,Cell.membrane,
Q6PAJ1,Cell.membrane,
Q9QXZ9,Cell.membrane,
P61837,Cell.membrane,
Q8GWD5,Cell.membrane,test
Q9NQ40,Cell.membrane,
Q9SIH4,Cell.membrane,
P0DKC2,Cell.membrane,
P37173,Cell.membrane,test
Q6RI88,Cell.membrane,test
Q9HBW9,Cell.membrane,
Q9LRB7,Cell.membrane,
A8J6J0,Cell.membrane,
Q8R1S9,Cell.membrane,
Q9LD83,Cell.membrane,test
Q59NP1,Cell.membrane,test
Q9SQH9,Cell.membrane,
P18507,Cell.membrane,
O44827,Cell.membrane,
Q86Y34,Cell.membrane,test
Q4KMQ2,Cell.membrane,
P18508,Cell.membrane,
P41597,Cell.membrane,
Q9C757,Cell.membrane,
P41594,Cell.membrane,test
Q13324,Cell.membrane,test
Q99572,Cell.membrane,
Q2TB54,Cell.membrane,
O54709,Cell.membrane,
Q08357,Cell.membrane,
Q96LA5,Cell.membrane,
Q5DID3,Cell.membrane,
P11836,Cell.membrane,
P30546,Cell.membrane,
O43000,Cell.membrane,
Q38998,Cell.membrane,test
Q12451,Cell.membrane,test
Q9LFS4,Cell.membrane,
Q18685,Cell.membrane,test
P30975,Cell.membrane,test
P01730,Cell.membrane,
Q9LX93,Cell.membrane,
Q9UIX4,Cell.membrane,
Q62674,Cell.membrane,
Q8K4C2-4,Cell.membrane,
Q8K4C2-1,Cell.membrane,
Q8K4C2-5,Cell.membrane,
O57579,Cell.membrane,
Q13873,Cell.membrane,test
Q14699,Cell.membrane,
Q8VEN2,Cell.membrane,test
Q98998,Cell.membrane,
P91682,Cell.membrane,
Q6NXK7,Cell.membrane,
Q3U4N7,Cell.membrane,
Q8N608,Cell.membrane,
Q8NHJ6,Cell.membrane,test
P52188,Cell.membrane,test
P02724,Cell.membrane,test
Q8IUW5,Cell.membrane,
Q9JK41,Cell.membrane,
P91926,Cell.membrane,test
A5LGM7,Cell.membrane,
Q9Z0E8,Cell.membrane,test
Q9ULT6,Cell.membrane,
Q6PIU1,Cell.membrane,
P38227,Cell.membrane,
Q6P4Q7,Cell.membrane,
Q9FMD7,Cell.membrane,
P09581,Cell.membrane,
Q9NX52,Cell.membrane,
Q5ANE3,Cell.membrane,
A1Z6W3,Cell.membrane,
Q9JKF6,Cell.membrane,
O48538,Cell.membrane,test
O80623,Cell.membrane,
Q13433,Cell.membrane,
P31321,Cell.membrane,
Q9Z218,Cell.membrane,
D6PVB4,Cell.membrane,test
Q09914,Cell.membrane,
Q9EPX4,Cell.membrane,
Q5DRK1,Cell.membrane,
P05186,Cell.membrane,test
Q9Z1F2,Cell.membrane,
Q9D659,Cell.membrane,
Q71MB6,Cell.membrane,
Q61762,Cell.membrane,
Q38868,Cell.membrane,
P21709,Cell.membrane,
A5X5Y0,Cell.membrane,
Q06598,Cell.membrane,
O88704,Cell.membrane,
O88705,Cell.membrane,test
E7FBY6,Cell.membrane,
Q8RY65,Cell.membrane,
Q9NYV7,Cell.membrane,
O88703,Cell.membrane,test
Q49B93,Cell.membrane,test
Q09553,Cell.membrane,
P43427,Cell.membrane,
Q9Y2I2,Cell.membrane,
Q9DBI0,Cell.membrane,
Q9UNG2,Cell.membrane,
O08890,Cell.membrane,
P20594,Cell.membrane,
Q9FFZ7,Cell.membrane,
P85171,Cell.membrane,
Q9Y2I9,Cell.membrane,
Q9JJK1,Cell.membrane,test
P51864,Cell.membrane,
Q8IYJ3,Cell.membrane,
P12318,Cell.membrane,
O22267,Cell.membrane,
Q9LXF3,Cell.membrane,
A3BI11,Cell.membrane,
Q86V40,Cell.membrane,
P30082,Cell.membrane,test
Q8BHL4,Cell.membrane,
Q7TQ33,Cell.membrane,
Q6F6B3,Cell.membrane,
Q8RWZ6,Cell.membrane,
Q9UIB8,Cell.membrane,
Q9C0H2,Cell.membrane,
Q8RWZ5,Cell.membrane,
Q9ZT82,Cell.membrane,
Q96LA6,Cell.membrane,
Q04279,Cell.membrane,
P53283,Cell.membrane,
D4ACN8,Cell.membrane,
Q8QFP9,Cell.membrane,
Q9D1N2,Cell.membrane,
Q8WXA8,Cell.membrane,
P43005,Cell.membrane,test
Q8NC24,Cell.membrane,
Q96BF3,Cell.membrane,
Q7PIR5,Cell.membrane,
P46992,Cell.membrane,test
Q9SYQ8,Cell.membrane,
P35123,Cytoplasm,
P23949,Cytoplasm,
Q62985,Cytoplasm,
Q9UL40,Cytoplasm,
Q14653,Cytoplasm,
P53107,Cytoplasm,
P56477,Cytoplasm,
Q03195,Cytoplasm,
P0DJI6,Cytoplasm,
O15523,Cytoplasm,
O00422,Cytoplasm,
Q9VVR2,Cytoplasm,
P35991,Cytoplasm,
A1L020,Cytoplasm,
O35381,Cytoplasm,
Q9Y8G3,Cytoplasm,
P63159,Cytoplasm,
P63158,Cytoplasm,
O16850,Cytoplasm,
Q9GZT9,Cytoplasm,
Q92804,Cytoplasm,
Q923K9,Cytoplasm,
Q9NRA8,Cytoplasm,
P40024,Cytoplasm,
P16892,Cytoplasm,
Q9R1E0,Cytoplasm,
D0VWM8,Cytoplasm,
P70278,Cytoplasm,
Q8BKT7,Cytoplasm,
Q61823,Cytoplasm,
Q9HC62,Cytoplasm,
O22763,Cytoplasm,
P14681,Cytoplasm,
Q60680,Cytoplasm,
Q9Y261,Cytoplasm,
Q80ZG2,Cytoplasm,
P35583,Cytoplasm,
Q99966,Cytoplasm,
Q9UBU9,Cytoplasm,
Q96EV8-2,Cytoplasm,
Q96EV8-3,Cytoplasm,
Q9HCN4,Cytoplasm,
Q9QWV4,Cytoplasm,
Q07915,Cytoplasm,
Q9UDY8,Cytoplasm,
Q9JIB0,Cytoplasm,
Q9R224,Cytoplasm,
Q9JLN9,Cytoplasm,
Q9CW46,Cytoplasm,
Q9H814,Cytoplasm,
Q9H089,Cytoplasm,
O35426,Cytoplasm,
O35426-2,Cytoplasm,
O94258,Cytoplasm,
Q96DU7,Cytoplasm,
P23950,Cytoplasm,
P82804,Cytoplasm,
Q9Z2X8,Cytoplasm,
Q9UKD2,Cytoplasm,
Q6ZN04,Cytoplasm,
Q9WTL8,Cytoplasm,
Q8K3W3,Cytoplasm,
Q5TA31,Cytoplasm,
Q21227,Cytoplasm,
Q923E4,Cytoplasm,
Q9HAV4,Cytoplasm,
Q969T4,Cytoplasm,
Q2VPU4,Cytoplasm,
Q504Q3,Cytoplasm,
Q86Y26,Cytoplasm,
P0CJ62,Cytoplasm,
O14979,Cytoplasm,
Q9NWW0,Cytoplasm,
Q13769,Cytoplasm,
Q12363,Cytoplasm,
P33201,Cytoplasm,
P51843,Cytoplasm,
Q9C0E2,Cytoplasm,
Q9NTK5,Cytoplasm,
Q8CJ67,Cytoplasm,
Q7TPV4,Cytoplasm,
Q96PV7,Cytoplasm,
P54258,Cytoplasm,
O60921,Cytoplasm,
Q7L622,Cytoplasm,
Q9UPR3,Cytoplasm,
Q06834,Cytoplasm,
Q19S50,Cytoplasm,
P36068,Cytoplasm,
Q1EHW4,Cytoplasm,
Q99856,Cytoplasm,
Q8IXW5,Cytoplasm,
Q9VTL1,Cytoplasm,
Q0VBL6,Cytoplasm,
Q0VBL6-2,Cytoplasm,
Q9DED4,Cytoplasm,
Q9U3F4,Cytoplasm,
O54781,Cytoplasm,
Q5U5Q3,Cytoplasm,
Q53I77,Cytoplasm,
Q96EB6,Cytoplasm,
P30416,Cytoplasm,
Q8VHQ2,Cytoplasm,
Q9BRS8,Cytoplasm,
Q9HAP2,Cytoplasm,
Q9Y2N7,Cytoplasm,
P81718,Cytoplasm,
Q8N668,Cytoplasm,
Q07955,Cytoplasm,
Q96K30,Cytoplasm,
Q969P5,Cytoplasm,
Q53GS7,Cytoplasm,
Q70Z19,Cytoplasm,
Q9ULX6,Cytoplasm,
Q53GL7,Cytoplasm,
F4JEI8,Cytoplasm,
Q91YE8,Cytoplasm,
Q9JHS2,Cytoplasm,
Q15654,Cytoplasm,
Q96AQ6,Cytoplasm,
Q12416,Cytoplasm,
Q64289,Cytoplasm,
Q96D46,Cytoplasm,
Q7KNF2,Cytoplasm,
Q9BRP8,Cytoplasm,
P17861,Cytoplasm,
P17861-2,Cytoplasm,
P48999,Cytoplasm,
Q5TAQ9,Cytoplasm,
Q98TX3,Cytoplasm,
O15111,Cytoplasm,
Q8IXJ6,Cytoplasm,
Q8IXJ6-2,Cytoplasm,
Q8IXJ6-5,Cytoplasm,
P38861,Cytoplasm,
Q8CGU1,Cytoplasm,
P97440,Cytoplasm,
Q8H3A7,Cytoplasm,
Q13107,Cytoplasm,
Q9DBU6,Cytoplasm,
Q9BQG0,Cytoplasm,
P09429,Cytoplasm,
Q62095,Cytoplasm,
Q9NQ94,Cytoplasm,
Q8W034,Cytoplasm,
Q91WK7,Cytoplasm,
Q21441,Cytoplasm,
Q06108,Cytoplasm,
Q9BZL4,Cytoplasm,
Q500W4,Cytoplasm,test
Q9P7D5,Cytoplasm,
O16785,Cytoplasm,
P39976,Cytoplasm,
P20936,Cytoplasm,
Q03441,Cytoplasm,
Q49A88,Cytoplasm,
P40558,Cytoplasm,
P40559,Cytoplasm,
Q84KG5,Cytoplasm,
Q9LY61,Cytoplasm,test
Q42539,Cytoplasm,
Q98SP8,Cytoplasm,
Q9XVI9,Cytoplasm,
Q9WUD8,Cytoplasm,
P38754,Cytoplasm,
Q86AV6,Cytoplasm,
P38174,Cytoplasm,
Q07963,Cytoplasm,
Q6PDX6,Cytoplasm,
Q3E7A7,Cytoplasm,
Q9T041,Cytoplasm,test
P70569,Cytoplasm,
Q9P3W6,Cytoplasm,
P21672,Cytoplasm,
A4FV68,Cytoplasm,
Q08AG7,Cytoplasm,
Q8BND3,Cytoplasm,test
Q12525,Cytoplasm,
Q84TG3,Cytoplasm,
Q3SZX9,Cytoplasm,test
O94354,Cytoplasm,
Q12834,Cytoplasm,
P13693,Cytoplasm,
Q9USS2,Cytoplasm,
Q8S895,Cytoplasm,
Q6TY21,Cytoplasm,
Q9DAK8,Cytoplasm,
Q8W035,Cytoplasm,
Q93015,Cytoplasm,
Q7L266,Cytoplasm,test
Q9P7Y8,Cytoplasm,
Q70YC5,Cytoplasm,
O94236,Cytoplasm,
Q84P53,Cytoplasm,
Q7TN29,Cytoplasm,
Q5BKC6,Cytoplasm,
Q6WCQ1,Cytoplasm,
O14305,Cytoplasm,
Q8R512,Cytoplasm,
P47029,Cytoplasm,
Q9M2K0,Cytoplasm,
Q969U6,Cytoplasm,
Q8VD46,Cytoplasm,
Q08748,Cytoplasm,test
P39714,Cytoplasm,
O13828,Cytoplasm,
Q8IY21,Cytoplasm,test
Q96HU1,Cytoplasm,
O13824,Cytoplasm,
Q08168,Cytoplasm,
Q04439,Cytoplasm,
Q96CS2,Cytoplasm,
O54988,Cytoplasm,
Q9P219,Cytoplasm,
Q6ZVX7,Cytoplasm,
P52013,Cytoplasm,
Q04432,Cytoplasm,
A1ZAJ2,Cytoplasm,
Q99MQ1,Cytoplasm,test
Q8BUM3,Cytoplasm,
Q17827,Cytoplasm,
Q969K4,Cytoplasm,
Q42538,Cytoplasm,
O94521,Cytoplasm,test
O82803,Cytoplasm,
E5FYH1,Cytoplasm,
Q9I969,Cytoplasm,
P25997,Cytoplasm,test
O89106,Cytoplasm,
Q9MAC9,Cytoplasm,
Q9Y592,Cytoplasm,
Q8BHD1,Cytoplasm,test
P48643,Cytoplasm,
Q8IYE0,Cytoplasm,
Q8IYE1,Cytoplasm,
Q8N865,Cytoplasm,
Q8NEM0,Cytoplasm,
Q05874,Cytoplasm,
P45441,Cytoplasm,
Q8CDP0,Cytoplasm,
O74781,Cytoplasm,
Q8VCW2,Cytoplasm,
P08536,Cytoplasm,
Q39160,Cytoplasm,
Q05955,Cytoplasm,
O60760,Cytoplasm,
P78789,Cytoplasm,
P24000,Cytoplasm,
Q54QV3,Cytoplasm,
Q9P7W4,Cytoplasm,
P21524,Cytoplasm,
P24706,Cytoplasm,
O08919,Cytoplasm,
B5BUZ8,Cytoplasm,test
Q09760,Cytoplasm,
Q9I9R0,Cytoplasm,
P48361,Cytoplasm,
Q05580,Cytoplasm,
P41214,Cytoplasm,
Q8VIN1,Cytoplasm,
O13796,Cytoplasm,
O42665,Cytoplasm,
Q8LFH6,Cytoplasm,test
P32047,Cytoplasm,
Q9Y7Q6,Cytoplasm,test
Q8TC76,Cytoplasm,
Q9UPN7,Cytoplasm,
Q10113,Cytoplasm,
Q02872,Cytoplasm,
Q6KCA4,Cytoplasm,
Q99MV5-2,Cytoplasm,
Q0KL02,Cytoplasm,test
Q5FWU8,Cytoplasm,
Q9FJT6,Cytoplasm,
Q9HCR9,Cytoplasm,
O43182,Cytoplasm,
Q16851,Cytoplasm,
Q9FEE2,Cytoplasm,test
Q9SLN5,Cytoplasm,
Q922B9,Cytoplasm,test
O75563,Cytoplasm,
O75363,Cytoplasm,test
Q05672,Cytoplasm,
Q76CY5,Cytoplasm,test
Q14BA6,Cytoplasm,test
Q5TBA9,Cytoplasm,
Q95UQ1,Cytoplasm,
P0CX24,Cytoplasm,
P0CX27,Cytoplasm,
P0CX26,Cytoplasm,
P60709,Cytoplasm,
Q14032,Cytoplasm,
P0CX29,Cytoplasm,
P0CX28,Cytoplasm,
P33420,Cytoplasm,
Q5VYS8,Cytoplasm,
P10911,Cytoplasm,test
Q80VI1,Cytoplasm,
P97789,Cytoplasm,
P38276,Cytoplasm,
Q1W617,Cytoplasm,
Q148B6,Cytoplasm,
Q9S7N2,Cytoplasm,
O74414,Cytoplasm,
P40893,Cytoplasm,
Q8N1E6,Cytoplasm,
Q9LHH7,Cytoplasm,
P0DL09,Cytoplasm,
Q9BSW2,Cytoplasm,
P14743,Cytoplasm,
Q96FT9,Cytoplasm,
Q54SM3,Cytoplasm,
Q9UT83,Cytoplasm,test
Q9BY32,Cytoplasm,
P83741,Cytoplasm,
Q0IH24,Cytoplasm,
P37727,Cytoplasm,
Q0MW30,Cytoplasm,test
Q9FQ04,Cytoplasm,
Q9BYP7,Cytoplasm,
O42874,Cytoplasm,
O42870,Cytoplasm,
P0CX83,Cytoplasm,test
Q9VKK1,Cytoplasm,
P31265,Cytoplasm,
Q7G188,Cytoplasm,
Q60854,Cytoplasm,
O04350,Cytoplasm,
Q8IS21,Cytoplasm,test
Q9HDX7,Cytoplasm,
O74389,Cytoplasm,
P05933,Cytoplasm,
Q9P6L9,Cytoplasm,
O59762,Cytoplasm,
O59763,Cytoplasm,
Q9LKB9,Cytoplasm,
Q9NVM9,Cytoplasm,
P80456,Cytoplasm,
Q6ZRV2,Cytoplasm,
Q9LE06,Cytoplasm,
Q9BYN0,Cytoplasm,
Q96CN5,Cytoplasm,test
O60229,Cytoplasm,
O95932,Cytoplasm,
P78820,Cytoplasm,
O95747,Cytoplasm,test
Q08634,Cytoplasm,
Q9UTE4,Cytoplasm,
Q8T1C6,Cytoplasm,
P22987,Cytoplasm,
P38760,Cytoplasm,
O16228,Cytoplasm,
O14100,Cytoplasm,
Q8SVC2,Cytoplasm,
Q03233,Cytoplasm,
Q8S905,Cytoplasm,
P05062,Cytoplasm,
Q80VR3,Cytoplasm,
Q7Z4H7,Cytoplasm,
Q96GX9,Cytoplasm,test
P16521,Cytoplasm,test
O50008,Cytoplasm,
Q9Y295,Cytoplasm,
Q9USP4,Cytoplasm,
Q08AD1,Cytoplasm,
Q9USP7,Cytoplasm,
Q12515,Cytoplasm,test
O94347,Cytoplasm,
Q12517,Cytoplasm,
O42893,Cytoplasm,test
O42890,Cytoplasm,
Q9H2J4,Cytoplasm,
P51114,Cytoplasm,
P78358,Cytoplasm,
Q0WPN0,Cytoplasm,
Q9D5U9,Cytoplasm,
Q99LJ0,Cytoplasm,
Q15173,Cytoplasm,
Q9P7X5,Cytoplasm,
P47011,Cytoplasm,
Q9GT24,Cytoplasm,
O00471,Cytoplasm,
Q9CZV8,Cytoplasm,
Q9CXF4,Cytoplasm,
Q9M076,Cytoplasm,
Q8IWE5,Cytoplasm,
P0DMR3,Cytoplasm,
Q9FEX0,Cytoplasm,
O64517,Cytoplasm,
F5A894,Cytoplasm,
Q04429,Cytoplasm,
Q00764,Cytoplasm,
B0EXJ8,Cytoplasm,
P32452,Cytoplasm,
Q7XJ96,Cytoplasm,
Q19087,Cytoplasm,
Q07655,Cytoplasm,
Q6ULP2,Cytoplasm,
Q62871,Cytoplasm,
O45551,Cytoplasm,
P32634,Cytoplasm,test
Q9BXB5,Cytoplasm,test
Q8CH72,Cytoplasm,
Q9TW28,Cytoplasm,
K7WDL7,Cytoplasm,test
Q9UTM8,Cytoplasm,test
O13781,Cytoplasm,
Q9UH77,Cytoplasm,
Q8TE68,Cytoplasm,
Q8TE67,Cytoplasm,
Q8BGE7,Cytoplasm,
P62701,Cytoplasm,
Q9U6Z1,Cytoplasm,
Q5EA95,Cytoplasm,test
B2GUZ5,Cytoplasm,
Q86VV8,Cytoplasm,test
Q9NHD5,Cytoplasm,
Q27YU0,Cytoplasm,
F4I6M4,Cytoplasm,test
O13819,Cytoplasm,
Q27YU7,Cytoplasm,
Q9LUT2,Cytoplasm,test
P42772,Cytoplasm,
Q02910,Cytoplasm,
O42650,Cytoplasm,
O42652,Cytoplasm,
O42654,Cytoplasm,
O42657,Cytoplasm,test
Q9GRF8,Cytoplasm,
Q13136,Cytoplasm,test
Q9FK35,Cytoplasm,
Q66HS7,Cytoplasm,
Q14134,Cytoplasm,
Q9C9Q4,Cytoplasm,
Q9UPM9,Cytoplasm,
Q8N4X5,Cytoplasm,test
P46784,Cytoplasm,test
P52732,Cytoplasm,
P46781,Cytoplasm,
Q6EJ98,Cytoplasm,
C4LY96,Cytoplasm,test
Q02866,Cytoplasm,test
Q8X1T0,Cytoplasm,test
Q9V3D5,Cytoplasm,
Q712U5,Cytoplasm,
Q9Y7L8,Cytoplasm,test
Q7Z2B8,Cytoplasm,
Q8W2N5,Cytoplasm,
Q12196,Cytoplasm,
Q4LB35,Cytoplasm,
Q9DBN4,Cytoplasm,
O75170,Cytoplasm,test
Q9H227,Cytoplasm,
P22768,Cytoplasm,
Q95QJ7,Cytoplasm,
O59812,Cytoplasm,test
P40186,Cytoplasm,
O59811,Cytoplasm,test
P82289,Cytoplasm,
Q9SJM7,Cytoplasm,
Q8N142,Cytoplasm,
Q14008,Cytoplasm,
P0CX56,Cytoplasm,
O60155,Cytoplasm,test
Q8T626,Cytoplasm,
B2RY04,Cytoplasm,
O74172,Cytoplasm,test
P40936,Cytoplasm,test
F4JY37,Cytoplasm,
Q9NY74,Cytoplasm,
Q9W358,Cytoplasm,
Q80TT8,Cytoplasm,test
P40157,Cytoplasm,
Q9Y5P6,Cytoplasm,
Q8N1F8,Cytoplasm,
O74325,Cytoplasm,
P38818,Cytoplasm,
Q10326,Cytoplasm,
Q86DA5,Cytoplasm,test
Q10322,Cytoplasm,
P14755,Cytoplasm,
P56932,Cytoplasm,
Q4PSE4,Cytoplasm,
O94598,Cytoplasm,test
